x,y,yaw,v
4.46252872437085,0.333625801236105,0.18641172086851,1
4.48112676543635,0.337133417616766,0.191840407210193,1
4.49969791141184,0.340740472610603,0.198093527900418,1
4.51824708992072,0.344463774797723,0.204210159281533,1
4.53676137458125,0.348298026976048,0.209722758685959,1
4.55523392028127,0.352229956822369,0.215111430354874,1
4.57366618093231,0.356257257582564,0.221062863991163,1
4.59204514336565,0.360387666578458,0.227029684862128,1
4.61036537190151,0.36461986605776,0.232015845297847,1
4.62864080945042,0.368937817020436,0.237444606040746,1
4.64686600762158,0.373348496546727,0.243817795604166,1
4.66502886645464,0.377866815279623,0.249561503213833,1
4.68314174502924,0.382483333158255,0.255377747780543,1
4.7012054773273,0.387199380371211,0.262221916546419,1
4.71920510589881,0.392030518635299,0.268471434701598,1
4.73714886835551,0.396967084268841,0.27411677064976,1
4.75504371401514,0.401999030966649,0.280499428257203,1
4.77287551213325,0.407136285131154,0.286760866824523,1
4.79064291077183,0.412375688478861,0.29197962148166,1
4.808358224034,0.417700379670287,0.296046945299213,1
4.82603490430749,0.42309194743557,0.300182952070639,1
4.84366925300355,0.428550425881699,0.305849825335397,1
4.86123815111219,0.434097937776967,0.31202954031744,1
4.87873165334289,0.439740760021434,0.31811931160494,1
4.89615735342423,0.445479103685729,0.324360644113307,1
4.91353421027169,0.451321827916263,0.329646367934027,1
4.93087368555049,0.457254179021922,0.333805808212869,1
4.94817031023785,0.463252350213261,0.33917164826941,1
4.96540069234896,0.469331317717876,0.344968153976813,1
4.98255900266452,0.475496926318886,0.349552341787686,1
4.99966102054489,0.481730975611442,0.354788475744454,1
5.01669904502304,0.488042959823596,0.360822631420796,1
5.03366563227386,0.494445171284768,0.365914858549208,1
5.05057553180492,0.50092455218453,0.370900097003359,1
5.06742895305605,0.507478831348087,0.376486637352381,1
5.084213713343,0.51411459505642,0.382029091637184,1
5.10092658888796,0.520829284057367,0.386885322608397,1
5.11757585796147,0.527612506063432,0.391030351459443,1
5.13417266881595,0.534454705180032,0.396084867968667,1
5.15070800376949,0.541369548179894,0.401859114495821,1
5.1671754207854,0.548367976191045,0.406803576521681,1
5.18358867770548,0.555439401798885,0.411226078536847,1
5.19995634135388,0.562577170879912,0.415657880374168,1
5.21627844125127,0.569781330168931,0.420574935616492,1
5.23254651458798,0.577057426339113,0.426004905430957,1
5.24874988572875,0.584410426160561,0.431258917965173,1
5.26488570463279,0.591835252470498,0.43547986455344,1
5.28096332621972,0.599315691695022,0.439169538800536,1
5.29698745937755,0.606843291100043,0.443673438339935,1
5.31294683373561,0.614428397431461,0.448538547169141,1
5.32883784806684,0.62207600948871,0.453319519647863,1
5.34466371353632,0.629785671006612,0.458451243879774,1
5.36042254227007,0.637562988934755,0.463713958839598,1
5.3761158018553,0.645410920327109,0.46842193577911,1
5.39175312697048,0.653323129030451,0.472777221460269,1
5.40733943727352,0.661294976056348,0.477470473243367,1
5.42286900606255,0.669329974126006,0.482845551301448,1
5.43833071008801,0.677435509876713,0.488361581390893,1
5.45372142008104,0.685612369835959,0.493800356318048,1
5.46904224343831,0.693859257337202,0.499643159827093,1
5.48428906285956,0.702181569697415,0.505326431869915,1
5.49946517696856,0.710577585241671,0.510179046886382,1
5.51458155865024,0.719036618809803,0.515965483707739,1
5.52962591549451,0.727570033886006,0.522354934661864,1
5.54458973119511,0.736184597896311,0.526772800420356,1
5.55949743818324,0.744854772486945,0.531443386737789,1
5.57434637460223,0.753583831939607,0.538381240484005,1
5.58910976692821,0.762400992651235,0.545737803208994,1
5.60378495999655,0.771312593373995,0.553075601240963,1
5.61837385324785,0.780318972729421,0.560812125023796,1
5.63287169845047,0.789424800440997,0.56784933616151,1
5.64728582544777,0.798620126707833,0.574376828424604,1
5.66162078477504,0.80789715290724,0.582133084119193,1
5.67586101931674,0.817270380327035,0.59014549004933,1
5.69000465286666,0.82674331057174,0.597484982377481,1
5.70406271058911,0.836309129838385,0.604968630171406,1
5.71803585219215,0.8459709412011,0.613091534156369,1
5.73191742900809,0.855737054597931,0.622173930617306,1
5.74569548604071,0.865618622300047,0.631748912168211,1
5.75936281138924,0.875620327260285,0.641064696437522,1
5.77292171345737,0.885737980551287,0.64952641064473,1
5.78638242125842,0.895960814515572,0.658265005983925,1
5.79974243980605,0.906292498957324,0.668302897400249,1
5.81298769362899,0.916749568091718,0.67889074277945,1
5.82611348254793,0.927339827117748,0.689304538576616,1
5.83912388410668,0.938062578287644,0.699116893518762,1
5.8520280531656,0.948912143949134,0.708894303481539,1
5.86482858126717,0.959889978182444,0.719134276079834,1
5.87752243411368,0.971003920861158,0.729448316213735,1
5.89011155149876,0.98225764138245,0.740199772758189,1
5.90259280103862,0.993658712787347,0.751902362996829,1
5.91495470099267,1.00521901947274,0.763896684715608,1
5.92719150485942,1.01694060317961,0.775290014207761,1
5.93930651009036,1.02881313059346,0.785716427955637,1
5.95130872432318,1.04082298701761,0.796584535662029,1
5.96319289427178,1.05297605770455,0.808503568723924,1
5.97494885803559,1.06528822435875,0.820558533537226,1
5.98657883466913,1.07776619480843,0.832029240982922,1
5.99809285644348,1.09040741886129,0.842704070793902,1
6.00950242027923,1.10320575917549,0.853143158452472,1
6.02081120963747,1.11616082233449,0.863965255421082,1
6.03201428731543,1.12927866547226,0.875532019217329,1
6.04310112621767,1.14256865098914,0.887367431924841,1
6.05406590090292,1.1560331283988,0.898866503709904,1
6.06490970497869,1.16966627241525,0.909512169255065,1
6.07564195600915,1.18345802126041,0.919687443239852,1
6.08626981817739,1.19740615975218,0.930043682634387,1
6.09679454453541,1.21151977630537,0.940160605413979,1
6.1072227224332,1.22580321289994,0.95029934227817,1
6.11755461258696,1.24026029263892,0.961245288464272,1
6.12777731363537,1.25490073569714,0.971521557817788,1
6.13789425880919,1.26971167116864,0.980888335094945,1
6.1479130391524,1.28467797701048,0.991184485113575,1
6.15782002574944,1.2998120703526,1.0013610662421,1
6.16761752214788,1.31511654342412,1.01032350286872,1
6.17732371100828,1.33058190172667,1.01989418442384,1
6.18693156431069,1.34622102889068,1.02983164143895,1
6.19643502907275,1.36204058137147,1.0386618551778,1
6.20584629589201,1.37802472060576,1.04762546012454,1
6.21516207094096,1.39417607334337,1.05751568277187,1
6.22436551991319,1.41050369015465,1.06763740728765,1
6.2334432195257,1.42699626563739,1.07731714092757,1
6.24239419626089,1.44363792934153,1.08622342061638,1
6.25122822117287,1.46041870944184,1.09465149439938,1
6.25995627218803,1.47734270154666,1.10309096767982,1
6.26858188148095,1.49442032515435,1.11202003649878,1
6.27709650974479,1.51165901107284,1.12143186305376,1
6.28548381878489,1.52905027205406,1.1307066440093,1
6.29373856680475,1.54658036701543,1.13892898173953,1
6.30187944282641,1.56424401425292,1.14718768434957,1
6.30990724457149,1.58204765563651,1.15642443614471,1
6.31780208024849,1.5999970362103,1.16527671182633,1
6.32555837746332,1.61806372691275,1.17372949990002,1
6.33317681518285,1.63623141350067,1.18279654874481,1
6.34065200386416,1.65452074001544,1.19159362592568,1
6.34798881490361,1.6729323393915,1.19978548741079,1
6.3551915238353,1.69144703813204,1.20834966553979,1
6.36224512631785,1.71004837260075,1.21757946250314,1
6.36913767796528,1.72874367366168,1.22718168216319,1
6.37586662010839,1.74754963231871,1.23613220418503,1
6.3824388972787,1.76644935816265,1.24476972534178,1
6.38885618841716,1.78543029909799,1.25428391175188,1
6.39510291958321,1.80450293221533,1.26403793687789,1
6.40116708141135,1.82364745755933,1.27335367606053,1
6.40704992238924,1.84283878685595,1.28243238499494,1
6.41275925017765,1.86208596726091,1.29176292006027,1
6.41828771388593,1.88138197931497,1.30161322613838,1
6.42361891571557,1.90070640939083,1.31200483862823,1
6.42874531264041,1.92007118545711,1.32242226543418,1
6.43366890149609,1.93948514969782,1.33220560158177,1
6.43839813289102,1.95892911998283,1.34229679985931,1
6.44292176368583,1.97838047781294,1.35298473855186,1
6.44722654208691,1.99783071250378,1.36338547794536,1
6.45132124666132,2.01728879992974,1.37391382581548,1
6.45520226141298,2.03674577775698,1.38511221344036,1
6.45885346551512,2.05618279083744,1.39680670037107,1
6.46226840211643,2.07561157802473,1.40843379192822,1
6.46545081914483,2.09503972525169,1.41943446444498,1
6.46841092141007,2.11444660816693,1.43082374175114,1
6.47113906757259,2.13380972801041,1.44283309938668,1
6.47362394522316,2.15312230649686,1.45441156020321,1
6.47587731733519,2.17239620884874,1.46626814415111,1
6.4778949402129,2.19162804844837,1.47889320312691,1
6.47966221900273,2.21080367957203,1.49094576617004,1
6.48119268306532,2.22992952995648,1.50305356504706,1
6.48248720030074,2.24900959667995,1.51661819300185,1
6.48351905998051,2.26803664346687,1.52972512045263,1
6.48429870693623,2.28700877978523,1.54188443162954,1
6.48484555630917,2.30591784787912,1.55504704595758,1
6.48514209014117,2.32474469573669,1.56843961612367,1
6.4851862680142,2.34349022601449,1.58117344989674,1
6.48499245362468,2.36216663860221,1.59450475018994,1
6.48455143320622,2.38076499822583,1.6079177781471,1
6.48386372516139,2.39928238111478,1.62027267116102,1
6.48295020176762,2.41773115449362,1.63335458774964,1
6.48179896053832,2.43610984680016,1.64732235680521,1
6.48039559915822,2.45441238829163,1.65988102031046,1
6.47876756031442,2.47263919863536,1.67214440494736,1
6.47692254848939,2.49078153104997,1.68540776952929,1
6.47484466542555,2.50883188300568,1.69814525295255,1
6.47254331780677,2.5268052835162,1.710429336765,1
6.47002697905953,2.54470909758383,1.72336256843284,1
6.46728677532096,2.5625302741337,1.73648041852331,1
6.46432219667247,2.58025920480175,1.74908289625641,1
6.46114375757197,2.59789761021396,1.76077579084795,1
6.4577670112817,2.61545752644029,1.77241030880637,1
6.45419427346781,2.63293745336149,1.7848941346676,1
6.45041348025854,2.65032599229232,1.7981552972466,1
6.44640995157288,2.66763037298427,1.81107197497944,1
6.44218798452,2.68486226712893,1.82240972310376,1
6.43777711430161,2.70202109886302,1.83353701652309,1
6.43318415028489,2.71909795976195,1.84535556661998,1
6.4283994489951,2.73608469345099,1.85722815712554,1
6.42342349486213,2.75297919468759,1.86846309710279,1
6.41826635235415,2.76978966374391,1.87900537458388,1
6.41293807070697,2.78652663921216,1.89007248497384,1
6.40743161964705,2.80318326307502,1.90180824194894,1
6.40173827772809,2.81975024760877,1.91347187304304,1
6.39585979739522,2.83622811478996,1.92432811323626,1
6.38980804558513,2.85262692363958,1.9347004464341,1
6.38359039383975,2.86895193177616,1.94599176847033,1
6.37719522104224,2.88518942110989,1.95808172995835,1
6.37061280781542,2.90132732871288,1.97007170428629,1
6.36384548245237,2.91736595063553,1.9810654306164,1
6.35690677798192,2.93331878575368,1.99150002280232,1
6.34980496087287,2.94919171769183,2.00264377759525,1
6.34253221996871,2.96497255660584,2.01460878202897,1
6.33507277157442,2.98066191543456,2.02676250220788,1
6.32741893676045,2.99626813970899,2.03799168320057,1
6.31959009236202,3.01178793255531,2.04916583827985,1
6.31159303803291,3.02721017844469,2.06130078105088,1
6.30341446102136,3.04252482485104,2.07363175247184,1
6.29505210021998,3.05772939754101,2.08528371648902,1
6.28651533505279,3.07283163322285,2.09597729997186,1
6.27781575344765,3.08784484316472,2.10740896168371,1
6.26894284111,3.10276145153067,2.11979926365002,1
6.25988337044533,3.11757094028764,2.13128220169516,1
6.2506483937406,3.13228506608884,2.14257438060765,1
6.24124068284204,3.14690511858131,2.15475870051916,1
6.23165012879638,3.16141764932093,2.16734062161891,1
6.22187289806127,3.17581550180301,2.17914034074353,1
6.21191930879341,3.19010725592171,2.18914574387886,1
6.20181164152702,3.20431498936889,2.19915941879255,1
6.19154907550236,3.21843887612466,2.21040486498553,1
6.18111552481674,3.23246368100183,2.22249925703808,1
6.17049998522556,3.24637849259818,2.23542298569015,1
6.15969211651171,3.26017204184287,2.24853859891993,1
6.14868986340315,3.27384055693041,2.25984941377497,1
6.13751608963081,3.28740515291057,2.27022921827996,1
6.12618252588302,3.30087633133761,2.28218473749069,1
6.11466915486777,3.3142337515857,2.29465981922133,1
6.10296912037376,3.3274701829907,2.30652204343115,1
6.09109014764975,3.34059202997141,2.31769886708305,1
6.0790415787362,3.35360586874804,2.32836374194166,1
6.06683111040658,3.36651563248827,2.33913102777795,1
6.05445807214044,3.37931829711216,2.35078002497236,1
6.04191089450417,3.39200208828653,2.3624014394819,1
6.02918818250822,3.40456783409152,2.37263330500342,1
6.01630553039555,3.4170337482774,2.3830979197223,1
6.00325897283601,3.42939654216479,2.39433085462329,1
5.99003885807726,3.44164491043076,2.40444857820756,1
5.97666067051435,3.45379051391256,2.41439367156469,1
5.96312784659043,3.46583318228416,2.42529821953444,1
5.94942867401138,3.47775876467534,2.4353250284411,1
5.9355743409638,3.48957733612657,2.44463820738682,1
5.9215736243212,3.50129727252619,2.4549781158499,1
5.90741305871537,3.51290412699869,2.46498047065506,1
5.89309727549805,3.52440075226286,2.47402164767566,1
5.87863956728264,3.53579788173752,2.48388512132957,1
5.86402966710367,3.54708312556912,2.49381162453715,1
5.84926646995116,3.55825456901018,2.50249000433544,1
5.83436538265597,3.56932831143776,2.51054035201194,1
5.81933318377578,3.58031275526867,2.51874830169922,1
5.80416702299935,3.59120527055085,2.52776951863087,1
5.78885640679256,3.60199351082613,2.53650368559017,1
5.77340689837097,3.61267891302746,2.54443734258853,1
5.75783163545466,3.62326960558926,2.5530407315056,1
5.7421234227497,3.63375421580006,2.56233205372138,1
5.7262740971322,3.64412145266477,2.57140352698415,1
5.71028725422865,3.6543727824538,2.57952121283085,1
5.69417672083638,3.66451982380479,2.58728304983205,1
5.67794851478357,3.67456590343195,2.59605305627183,1
5.6615900606707,3.68449523726245,2.60459058322039,1
5.64510622265463,3.69430908453246,2.61227953649262,1
5.6285103462737,3.70401758416928,2.62083040184308,1
5.61179142458657,3.71360712982623,2.62977568874302,1
5.5949457138479,3.72307015065808,2.63775881425807,1
5.57798873309714,3.73241838148757,2.64542591156931,1
5.56092387865976,3.74165619447699,2.65338422836354,1
5.54375593879862,3.7507738994887,2.66141521854709,1
5.5265052504773,3.7597586857413,2.66984903638799,1
5.50916512372507,3.76860494848337,2.67883848693302,1
5.49171504939876,3.77731050604915,2.68731485115358,1
5.47416373517784,3.78588155023943,2.69530241313217,1
5.45652127065961,3.79432325473659,2.70356390157042,1
5.43878412815388,3.80263088198908,2.7118107525685,1
5.42095450035795,3.81080321807743,2.72015118137686,1
5.403034050477,3.81883700238639,2.72937325998534,1
5.38501304523673,3.82671709065674,2.73836028278548,1
5.3668989515044,3.83444471912484,2.74654972899344,1
5.34870835637129,3.84202951003113,2.75548053434641,1
5.33043451779657,3.84945814233416,2.7647678777368,1
5.31207478251303,3.85672374325111,2.77327507594151,1
5.29364212716869,3.86383743764687,2.78155397568716,1
5.27513980877162,3.87080258008623,2.79030315192331,1
5.25656089632821,3.87761157511164,2.79983244338625,1
5.23789545842823,3.88425121815618,2.80918769209252,1
5.21915009022121,3.89072238558725,2.8176890458413,1
5.20034292657435,3.8970364645488,2.82593386636246,1
5.18148091565442,3.9031963886926,2.83480651094818,1
5.16255588979247,3.90919160045418,2.84443112218373,1
5.14355502764654,3.91501021339866,2.85283740395958,1
5.12449184529767,3.9206730783797,2.86028234848445,1
5.10538858903296,3.92619341343749,2.86877793963492,1
5.08625183680762,3.93154770090998,2.87785029015,1
5.06707216640857,3.93672684014418,2.88681573773369,1
5.04783716548321,3.94173633727991,2.89533987007278,1
5.02855535742243,3.94658290043027,2.90293029263182,1
5.00924398896037,3.95128134518728,2.90981050638644,1
4.98991175735716,3.95584421580284,2.91760189663172,1
4.97054207309278,3.9602568914458,2.92603941438256,1
4.95112379272874,3.96450861918104,2.93336828200537,1
4.93167537454725,3.96861781419646,2.93990950683372,1
4.91221071710418,3.97259761537647,2.94655788105993,1
4.89272928812793,3.97644609248521,2.95387112851905,1
4.87322144628704,3.98015176544002,2.96132076671836,1
4.85368636732983,3.9837120420344,2.96797467643006,1
4.83413740671158,3.98714061181661,2.97411791140838,1
4.81458106954516,3.99044677245951,2.98024600516223,1
4.79501349926566,3.99363161918855,2.9867016876965,1
4.77542457214452,3.99669026646046,2.99280341693816,1
4.75581773966475,3.99962927231103,2.99807830312951,1
4.73620655768656,4.00246324161474,3.00314687729755,1
4.71659519532273,4.0051958329897,3.00861273848876,1
4.69697658389947,4.00782020202038,3.01458538939234,1
4.67734007661386,4.01032767818034,3.01985033831513,1
4.65769506064351,4.01273119398004,3.02438675080042,1
4.63805047566046,4.01504425669726,3.02942805303193,1
4.6183933452551,4.01725838391033,3.03426553820306,1
4.59872346130323,4.0193776393828,3.03817136592607,1
4.57905389805871,4.02141917486598,3.04173161626676,1
4.55938740869989,4.02338964524502,3.04556625005389,1
4.53971567939585,4.02528447837463,3.04986486291078,1
4.52002699697482,4.0270955600389,3.05366617571768,1
4.50032698431776,4.02883219040856,3.05670345599982,1
4.48062519017548,4.03050868888798,3.05961931587691,1
4.46091827064065,4.03212775900026,3.06225996439581,1
4.44120466291589,4.03369498175899,3.06462536106465,1
4.42148310681998,4.0352159010132,3.06748222059164,1
4.40174039336003,4.03668172665163,3.07045828805114,1
4.38197224525719,4.03809029796292,3.07280681119004,1
4.36218987852389,4.03945319491372,3.07504873783797,1
4.34239367262333,4.04077245982225,3.07732214974365,1
4.32257881507056,4.04204772709906,3.07924002713138,1
4.30274540505731,4.04328599745758,3.08127108529523,1
4.28288392324629,4.04448552844991,3.08366006273024,1
4.26298236190994,4.04563976903096,3.08547544671676,1
4.24304855025864,4.04675957458518,3.08706602930533,1
4.22308731766074,4.04784907317796,3.08897682206265,1
4.20309251151421,4.04890208844049,3.09005592790064,1
4.18307170760616,4.04993480959571,3.09092767239047,1
